date,race_no,strategy,horse,jockey,odds,model_prob,market_prob,value_ratio,won,pnl,stake
2026-02-25,6,value_bet,午夜快車,金誠剛,13.0,0.13822798009415405,0.06311941532173627,2.1899439243784125,0,-10.0,10.0
2026-02-25,6,value_bet,禾道威,田泰安,8.3,0.1514210270858494,0.09886173484127367,1.5316444459422212,0,-10.0,10.0
2026-02-25,6,value_bet,極速滿貫,奧爾民,32.0,0.1019459140874143,0.02564226247445536,3.9756988755954,0,-10.0,10.0
2026-02-25,6,value_bet,奮鬥輝煌,麥文堅,7.1,0.16848928514049064,0.11557076044824952,1.4578885220361344,0,-10.0,10.0
2026-02-25,6,favourite,康昌之星,,2.6,,,,0,-10.0,10.0
2026-02-25,6,model_top,康昌之星,,2.6,,,,0,-10.0,10.0
2026-02-25,7,value_bet,一定掂,麥文堅,5.5,0.19755260651677772,0.14775664630885132,1.3370133354532112,1,45.0,10.0
2026-02-25,7,value_bet,超勝無敵,田泰安,14.0,0.0918034187656121,0.05804725390704873,1.5815290575608838,0,-10.0,10.0
2026-02-25,7,value_bet,嘉應勇將,鍾易禮,29.0,0.0532832821222448,0.02802281223098904,1.9014252275266454,0,-10.0,10.0
2026-02-25,7,favourite,爆得美麗,,3.0,,,,0,-10.0,10.0
2026-02-25,7,model_top,一定掂,,5.5,,,,1,45.0,10.0
2026-02-25,8,value_bet,輕功猛男,何澤堯,48.0,0.02264821616008828,0.01709992545733677,1.324462859010359,0,-10.0,10.0
2026-02-25,8,value_bet,八駿福昇,鍾易禮,12.0,0.1178464600845156,0.06839970182934708,1.7229089737632928,0,-10.0,10.0
2026-02-25,8,value_bet,鈁糖武士,艾道拿,21.0,0.08318881592926892,0.039085543902484046,2.1283781066682796,0,-10.0,10.0
2026-02-25,8,favourite,粵港資駒,,2.9,,,,0,-10.0,10.0
2026-02-25,8,model_top,粵港資駒,,2.9,,,,0,-10.0,10.0
2026-02-25,9,value_bet,快搏,潘明輝,19.0,0.08163006155485561,0.043135039817331994,1.8924304208490847,0,-10.0,10.0
2026-02-25,9,value_bet,安泰,紀仁安,11.0,0.12424896123847678,0.07450597786630073,1.66763748086682,0,-10.0,10.0
2026-02-25,9,value_bet,勇霸龍,巴度,13.0,0.12354381400701596,0.06304351973302369,1.9596592089115352,0,-10.0,10.0
2026-02-25,9,value_bet,亞機拉,鍾易禮,9.8,0.11711838882508009,0.08362915882952121,1.4004492029368247,1,88.0,10.0
2026-02-25,9,favourite,沙井之友,,4.6,,,,0,-10.0,10.0
2026-02-25,9,model_top,太子,,5.9,,,,0,-10.0,10.0
2026-03-01,1,value_bet,蜜蜜送,麥文堅,18.0,0.079197234800062,0.04517082112150814,1.7532830449777266,0,-10.0,10.0
